name,build,run,revised,comment
igraph,gmp libxml2 glpk,,FALSE,"libxml2 (optional), glpk, optional)"
ijtiff,libtiff libjpeg,,FALSE,"fftw3, libtiff, libbz2, libdeflate, libjpeg,liblzma, libwebp, libzstd, X11, zlib"
image.CannyEdges,libpng fftw,,TRUE,"libpng, fftw3"
image.textlinedetector,opencv,,TRUE,
imager,fftw libtiff,,FALSE,"fftw3, libtiff, X11"
implyr,,,TRUE,Impala driver to support a 'DBI'-compatible Rinterface
iMRMC,,java-bin,TRUE,
informativeSCI,,,FALSE,Java
inldata,,,TRUE,
inlmisc,,,TRUE,
inlpubs,,,FALSE,"Complete functionality necessitates Amazon Corretto(win), and default-jre, pandoc, libxml2-dev,libpoppler-cpp-dev, libmagick++-dev, optipng, libtesseract-dev,libleptonica-dev, tesseract-ocr-eng (deb)"
inpdfr,,xpdf,TRUE,XPDF (http://www.foolabs.com/xpdf/download.html)
InSilicoVA,,,TRUE,Java
interpolation,,,FALSE,"C++, gmp"
inTextSummaryTable,,pandoc,TRUE,pandoc (to export an interactive summary table to afile)
inti,,,FALSE,pandoc
IOHanalyzer,,,FALSE,C++
IP,,,FALSE,libidn: libidn11-dev (deb)
ip2location,,,TRUE,IP2Location Python library<https://www.ip2location.com/development-libraries/ip2location/python>
ip2locationio,,,FALSE,IP2Location.io Python library<https://github.com/ip2location/ip2location-io-python>
ip2proxy,,,TRUE,IP2Proxy Python library<https://www.ip2location.com/development-libraries/ip2proxy/python>
ip2whois,,,FALSE,IP2WHOIS Python library<https://github.com/ip2whois/ip2whois-python>
iplots,xvfb,,TRUE,
IRkernel,,,TRUE,"jupyter, jupyter_kernel_test (Python package fortesting)"
ISEtools,,,TRUE,OpenBUGS or JAGS
jack,,,FALSE,"gmp, mpfr"
jagstargets,,,TRUE,JAGSx.y (https://mcmc-jags.sourceforge.net)
jagsUI,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
jarbes,,,TRUE,JAGS (seehttp://mcmc-jags.sourceforge.net)
JavaGD,,,TRUE,and Java JDKor higher
JFE,xvfb,,TRUE,
JGR,,,FALSE,Java
jlmerclusterperm,,,FALSE,Julia
JMbayes,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
jmotif,,,FALSE,C++
jmvconnect,,,FALSE,jamovi
JointAI,,,TRUE,JAGS (https://mcmc-jags.sourceforge.io/)
jpeg,libjpeg,,TRUE,libjpeg
jqr,jq,,TRUE,libjq: jq-devel (rpm) or libjq-dev (deb)
jSDM,gsl,,TRUE,GNU GSL
juicr,,,TRUE,Tcl/Tk toolkit (X11 Quarts for Mac)
JuliaCall,,julia,TRUE,"Julia, RCall.jl"
JuliaConnectoR,,julia,TRUE,Julia
kantorovich,,,TRUE,GMP (https://gmplib.org/)
kdtools,,,TRUE,
kerasR,,,TRUE,
kerastuneR,,,TRUE,TensorFlow(https://www.tensorflow.org/)
KernelKnn,,,TRUE,"libarmadillo: apt-get install -y libarmadillo-dev(deb), libblas: apt-get install -y libblas-dev (deb),liblapack: apt-get install -y liblapack-dev (deb),libarpack++2: apt-get install -y libarpack++2-dev (deb),: apt-get install -y  (deb)"
keyring,libsecret,,TRUE,"Optional: libsecret on Linux (libsecret-1-dev onDebian/Ubuntu, libsecret-devel on Fedora/CentOS)"
klaR,,,TRUE,SVMlight
klic,,,TRUE,MOSEK (http://www.mosek.com) and MOSEK license.
knitr,,pandoc rst2pdf,TRUE,Package vignettes based on R Markdown v2 orreStructuredText require Pandoc (http://pandoc.org). Thefunction rst2pdf() requires rst2pdf(https://github.com/rst2pdf/rst2pdf).
KSgeneral,fftw,,FALSE,fftw3
kza,fftw,,TRUE,fftw
landsepi,gsl,,FALSE,"C++, gsl"
languageserversetup,,procps,TRUE,"procps (linux), ps (macos), wmic (windows)"
latdiag,,graphviz,TRUE,dot from graphviz
latexdiffr,,latexdiff,TRUE,latexdiff
latte,,latte 4ti2,TRUE,"LattE <https://www.math.ucdavis.edu/~latte/>,ti2<http://www.4ti2.de/>"
lazyarray,,,TRUE,little-endian platform
lazyNumbers,gmp mpfr,,TRUE,
LCMCR,gsl,,TRUE,Gnu Scientific Library version
lcra,,,TRUE,JAGSx.y or WinBUGS
LDATS,,,FALSE,gsl
LeafArea,,imagej,TRUE,"ImageJ, ij.jar (seehttp://imagej.nih.gov/ij/), Java"
learnr,,,TRUE,pandoc - http://pandoc.org
ledger,,ledger hledger,TRUE,"ledger, hledger, beancount"
leidenAlg,libxml2 glpk gmp,,FALSE,"(optional), libxml2 (optional), glpk, optional)"
libdeflate,,,FALSE,CMake
libimath,,,FALSE,cmake
libopenexr,,,FALSE,"CMake,"
Libra,gsl,,TRUE,GNU Scientific Library (GSL)
libsoc,libxml2,,TRUE,
libstable4u,,,FALSE,GNU GSL
libstableR,gsl,,TRUE,
liftr,,docker,TRUE,Docker (see <https://docs.docker.com/install/>)
lightsout,,pandoc,TRUE,pandoc with https support
lincom,,,FALSE,"MOSEK, MOSEK License"
lira,,,TRUE,JAGS (seehttp://mcmc-jags.sourceforge.net)
littler,,,TRUE,libR
lnmixsurv,,,FALSE,"C++, GNU,  GSL"
localLLM,,,FALSE,"libcurl (optional, for model downloading)"
localsolver,,,TRUE,At least trial version of LocalSolver to bedownloaded from http://www.localsolver.com/download.html
locfit,,,TRUE,USE_C17
LOMAR,gmp fftw,,FALSE,"C++, gmp, fftw3"
loo,,pandoc,TRUE,"pandoc, pandoc-citeproc"
loon,xvfb,,TRUE,
loon.ggplot,xvfb,,TRUE,
loon.shiny,xvfb,,TRUE,
loon.tourr,xvfb,,TRUE,
LSAMBA,,,FALSE,'Monolix'(<https://monolixsuite.slp-software.com/monolix/2024R1/>)
lubridate,,,TRUE,A system with zoneinfo data (e.g./usr/share/zoneinfo). On Windows the zoneinfo included with Ris used.
lwgeom,geos proj sqlite,,TRUE,"GEOS, PROJ, sqlite3"
m2r,,,FALSE,Macaulay2 <https://www.macaulay2.com>
magick,imagemagick,,TRUE,ImageMagick++: ImageMagick-c++-devel (rpm) orlibmagick++-dev (deb)
magickGUI,,,TRUE,ImageMagick
maGUI,,,TRUE,Tktable
mailR,,,TRUE,Java
mallet,,,TRUE,java
manipulate,,,TRUE,RStudio - http://www.rstudio.com/products/rstudio/
MaOEA,,,TRUE,"Pythonx with following modules: PyGMO, NumPy,and cloudpickle"
mapme.biodiversity,,,TRUE,"GDAL, PROJ"
marked,,,TRUE,ADMB version<http://admb-project.org/> foruse.admb=TRUE; see readme.txt
matchingMarkets,,,FALSE,"Java, C++"
matlabr,,,TRUE,MATLAB
mauricer,,,TRUE,BEAST2 (https://www.beast2.org/)
MaxentVariableSelection,,java-bin,TRUE,maxent.jar file
MBNMAdose,,,TRUE,JAGS(https://mcmc-jags.sourceforge.net/)
MBNMAtime,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
mboxr,,,TRUE,
mBvs,gsl,,TRUE,
mcbette,,,TRUE,BEAST2 (https://www.beast2.org/)
mdbr,,mdbtools,TRUE,mdbtools: mdbtools (deb).
MDCcure,,,FALSE,TBB
mdendro,,,TRUE,
MDSGUI,,bwidget,TRUE,"windows, 'BWidget', 'Tktable'"
meltt,,,TRUE,Python
memoiR,,,TRUE,pandoc
MeshesOperations,gmp mpfr,,TRUE,
MeshesTools,gmp mpfr,,TRUE,
metagear,,,TRUE,Tcl/Tk toolkit (X11 Quarts for Mac)
metajam,,,FALSE,"Mac OSX: redland ; Linux: librdf0, librdf0-dev"
metaMix,,,TRUE,
metapost,,mpost,TRUE,mpost
MetaSKAT,,,TRUE,Little Endian
MethComp,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
MFPCA,fftw,,TRUE,libfftw3
MFSIS,,,TRUE,Python
microbenchmark,,,TRUE,"On a Unix-alike, one of the C functionsmach_absolute_time (macOS), clock_gettime or gethrtime. If noneof these is found, the obsolescent POSIX function gettimeofdaywill be tried."
MigConnectivity,,,FALSE,JAGS (https://mcmc-jags.sourceforge.net)
MIMSunit,,,TRUE,"memoryGB) Ubuntu: build-essential,libxml2-dev, libssl-dev, libcurl4-openssl-dev Windows: Rtools(>="
minidown,,,TRUE,pandoc - http://pandoc.org
minimaxALT,,,FALSE,"GNU Scientific Library (GSL), OpenMP"
minired,,,FALSE,"'Redatam' runtime engine (see https://redatam.org),The dynamic binary library is downloaded from<https://redatam-core.s3.us-west-2.amazonaws.com> during thebuild step. Currently supported platforms are Windows and Linux(both for x86-64 processors only)"
MinkowskiSum,gmp mpfr,,TRUE,
mixcat,gsl,,TRUE,
MixSIAR,,,TRUE,JAGS
mixture,,,TRUE,GNU GSL
ML2Pvae,,,TRUE,"TensorFlow (https://www.tensorflow.org), Keras(https://keras.io), TensorFlow Probability(https://www.tensorflow.org/probability)"
mlexperiments,,,FALSE,Quarto command line tools(https://github.com/quarto-dev/quarto-cli).
mllrnrs,,,FALSE,Quarto command line tools(https://github.com/quarto-dev/quarto-cli).
mlpack,,,TRUE,A  compiler. Versionor later of GCC will befine.
mlr,,,TRUE,"gdal (optional), geos (optional), proj (optional),udunits (optional), gsl (optional), gmp (optional), glu(optional), jags (optional), mpfr (optional), openmpi(optional)"
mlsurvlrnrs,,,FALSE,Quarto command line tools(https://github.com/quarto-dev/quarto-cli).
MoBPS,,,FALSE,MiXBLUP (optional; used for multi-trait genomicevaluations); blupf90-family (optional; used for multi-traitgenomic evaluations)
mod09nrt,,,TRUE,MRTSwath
modeltime.h2o,,,TRUE,
MODIStsp,,,TRUE,
MonetDB.R,,,TRUE,
mongolite,openssl sasl,,TRUE,"OpenSSL, Cyrus SASL (aka libsasl2)"
monoreg,gsl,,TRUE,GNU GSL
morse,,,TRUE,JAGS (seehttps://mcmc-jags.sourceforge.io)
motifr,,numpy pandas,TRUE,"Python, numpy, pandas"
moveVis,,,TRUE,
MPCR,,,FALSE,"CMake , C++ , git"
MplusTrees,,,TRUE,'Mplus' (<http://www.statmodel.com>)
mRpostman,,,TRUE,libcurl: libcurl-devel (rpm) orlibcurl4-openssl-dev (deb)
mscstexta4r,,,TRUE,"A valid account MUST be registered with Microsoft'sCognitive Services website<https://www.microsoft.com/cognitive-services/> in order toobtain a (free) API key. Without an API key, this package willnot work properly."
mscsweblm4r,,,TRUE,"A valid account MUST be registered with Microsoft'sCognitive Services website<https://www.microsoft.com/cognitive-services/> in order toobtain a (free) API key. Without an API key, this package willnot work properly."
multibiplotGUI,xvfb,bwidget,TRUE,Tcl/Tk package BWidget.
multibridge,gmp mpfr,,TRUE,"mpfr, gmp_1)"
multinet,,,TRUE,
mutossGUI,,,TRUE,Java
mvst,,,FALSE,GNU Scientific Library
mwa,,,TRUE,Java
mwcsr,,java-bin,TRUE,Java
NACHO,,,TRUE,"pandoc, pandoc-citeproc"
nanoarrow,,,FALSE,libzstd (optional)
nanonext,cmake,,FALSE,"'libnng'and 'libmbedtls', or 'cmake'and 'xz' to compile NNG and/or Mbed TLS included in packagesources"
nbconvertR,,pandoc nbconvert,TRUE,"pandoc, jupyter, jupyter nbconvert (""nbconvert""python package), pywin32 (on windows)"
ncdf4,netcdf,,TRUE,netcdf library versionor later
ndjson,,,TRUE,"zlib,"
neo2R,,,FALSE,neo4jAND <=5) <https://neo4j.com/>
neo4jshell,,,TRUE,"neo4j - http://www.neo4j.com, cypher-shell -https://github.com/neo4j/cypher-shell/releases"
neojags,,,FALSE,JAGS(https://mcmc-jags.sourceforge.io/)
neptune,,,TRUE,"Python, Neptune (https://neptune.ai/)"
netmhc2pan,,,TRUE,NetMHC2pan(https://services.healthtech.dtu.dk/service.php?NetMHCIIpan-3.2)
NetRep,,,TRUE,
NeuralEstimators,,,FALSE,Julia
neuralGAM,,,FALSE,"python, keras, tensorflow"
neuronorm,,,TRUE,
ngboostForecast,,,TRUE,Python
NGCHM,,,FALSE,Java Git
nhdR,,p7zip,TRUE,7-zip command line toolz)
nloptr,cmake,,TRUE,cmake which is used only on Linux ormacOS systems when no system build of nlopt can befound.
nlrx,,java-bin pandoc,FALSE,"NetLogo, Java, pandoc, OpenSSL,udunits-2, PROJ.4, GEOS, GDAL, libxml2"
NMADTA,,,FALSE,JAGSx.y (http://mcmc-jags.sourceforge.net)
nmslibR,,,TRUE,"python3-dev: apt-get install -y python3-dev (deb),python3-pip: apt-get install -y python3-pip (deb), numpy: pip3install numpy (deb), scipy: pip3 install scipy (deb), nmslib:pip3 install --no-binary :all: nmslib (deb)"
NobBS,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net/) foranalysis of Bayesian hierarchical models
nomnoml,,,FALSE,"A chromium based browser, required by ""webshot2""<https://rstudio.github.io/webshot2/>"
nucim,,,TRUE,tiff fftw libcurl openssl
occumb,,,FALSE,JAGS (http://mcmc-jags.sourceforge.net)
oceanmap,,imagemagick-bin,FALSE,ImageMagick
ODB,,,TRUE,
odbc,odbc,,FALSE,An ODBC3 driver manager and drivers.
oddsapiR,,pandoc,TRUE,"pandoc, pandoc-citeproc"
officedown,,,TRUE,pandoc - http://pandoc.org
OncoBayes2,,pandoc,FALSE,"pandoc, pngquant,"
OpenCL,pocl,,FALSE,"OpenCL library,"
opencpu,,,TRUE,"pandoc, apparmor (optional)"
opencv,opencv,,FALSE,"OpenCVor newer: libopencv-dev (Debian, Ubuntu)or opencv-devel (Fedora). The QR code detector requires atleast libopencv"
OpenImageR,,,TRUE,"libarmadillo: apt-get install -y libarmadillo-dev(deb), libblas: apt-get install -y libblas-dev (deb),liblapack: apt-get install -y liblapack-dev (deb),libarpack++2: apt-get install -y libarpack++2-dev (deb),: apt-get install -y  (deb), libjpeg-dev:apt-get install -y libjpeg-dev (deb), libpng-dev: apt-getinstall -y libpng-dev (deb), libfftw3-dev: apt-get install -ylibfftw3-dev (deb), libtiff5-dev: apt-get install -ylibtiff5-dev (deb)"
openNLP,,,TRUE,Java
openNLPdata,,,TRUE,Java
openssl,openssl,,TRUE,OpenSSL
OpenStreetMap,,,TRUE,"Java, JRI"
optbdmaeAT,xvfb,,TRUE,
optimalThreshold,,,TRUE,JAGSx.y
optrcdmaeAT,xvfb,,TRUE,
ora,,,TRUE,
orbweaver,,,FALSE,"Cargo (Rust's package manager), rustc"
Orcs,,p7zip dos2unix,TRUE,"zip, unix2dos"
orderanalyzer,,,FALSE,"Tesseract, libtesseract-dev (deb),tesseract-devel (rpm), libleptonica-dev (deb), leptonica-devel(rpm), tesseract-ocr-eng (deb), libpoppler-cpp-dev (deb),poppler-cpp-devel (rpm), poppler-data (rpm/deb), libxml2-dev(deb), libxml2-devel (rpm)"
orderly,,git,TRUE,
ordinalbayes,,,TRUE,JAGS
osmose,,java-bin,TRUE,
osrmr,,,TRUE,"To use the Localhost of OSRM, you need to buildOSRM<https://github.com/Project-OSRM/osrm-backend/wiki/Building-OSRM>locally"
otelsdk,,,FALSE,"cmake, protobuf-compiler, libprotobuf, libcurl,zlib,"
otsad,,,TRUE,
pagedown,,,TRUE,Pandoc
pander,,pandoc,TRUE,pandoc (https://johnmacfarlane.net/pandoc) forexporting markdown files to other formats.
pandocfilters,,pandoc,TRUE,pandoc
papaja,,,TRUE,"Rendering the document template requires pandoc; https://pandoc.org) and for PDFs a TeX distribution, suchas TinyTeX; https://yihui.org/tinytex/)"
paramlink,,,TRUE,"For multipoint linkage analysis, 'MERLIN'(http://csg.sph.umich.edu/abecasis/merlin/index.html)."
paramlink2,,,FALSE,MERLIN (https://csg.sph.umich.edu/abecasis/merlin/)for multipoint linkage analysis.
parseLatex,,,FALSE,"gettext, bison"
patchDVI,,,TRUE,The 'Japanese.Rnw' vignette requires uplatex anddvipdfmx.
pathfindR,,java-bin,TRUE,Java
pathling,,,FALSE,Spark:x
patientProfilesVis,,tex-latex,FALSE,"latex, cairo (for report creation)"
paws.common,,pandoc,TRUE,pandoc - http://pandoc.org
pbdMPI,openmpi,openmpi-bin,FALSE,"OpenMPI on Linux, Mac, and FreeBSD.MS-MPI (Microsoft MPI v7.1 (SDK) and Microsoft HPC PackR2MS-MPI Redistributable Package) on Windows."
pbdSLAP,openmpi,openmpi-bin,TRUE,"'OpenMPI' on Solaris, Linux, Mac, andFreeBSD. 'MS-MPI' (Microsoft HPC PackR2 MS-MPIRedistributable Package) on Windows."
pbdZMQ,zeromq,,TRUE,"Linux, Mac OSX, and Windows, or 'ZeroMQ' librarySolarisneeds 'ZeroMQ' libraryand 'OpenCSW'."
pbixr,,,TRUE,
PBSmodelling,xvfb,bwidget,TRUE,BWidget
pcaL1,coin-or-clp,,TRUE,COIN-OR Clp
pcnetmeta,,,TRUE,JAGSx.y (http://mcmc-jags.sourceforge.net)
PDE,,xpdf,TRUE,XPDF(4.02)(https://github.com/erikstricker/PDE/tree/master/inst/examples/bin)
pdfminer,,pandas,TRUE,"Python>=3.6, pdfminer.six>=20200402, pandas"
pdftools,poppler,,TRUE,"Poppler C++ API: libpoppler-cpp-dev (deb) orpoppler-cpp-devel (rpm), and poppler-data (rpm/deb) package."
pedometrics,,pandoc,TRUE,pandoc
pedprobr,,,TRUE,MERLIN (https://csg.sph.umich.edu/abecasis/merlin/)for calculations involving multiple linked markers.
PenCoxFrail,,,FALSE,C++
PEPBVS,,,FALSE,GNU GSL
pexm,jags,,TRUE,
pharmr,,,TRUE,Python
phase1PRMD,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
phonfieldwork,,,TRUE,pandoc - http://pandoc.org
PhViD,,,TRUE,
Phxnlme,,,TRUE,
piecepackr,,ghostscript,TRUE,
pirouette,,,TRUE,
pivmet,,pandoc,TRUE,"pandoc, pandoc-citeproc"
pkgdown,,,TRUE,pandoc
pkgnews,,pandoc,TRUE,pandoc
pkgstats,,,TRUE,
PKI,openssl,,TRUE,OpenSSL library and headers (openssl-dev orsimilar)
PlanetNICFI,,aria2,TRUE,"aria2: apt-get install -y aria2 (deb), gdal-bin:apt-get install -y gdal-bin (deb), libgdal-dev: apt-get install-y libgdal-dev (deb)"
Plasmidprofiler,,pandoc,TRUE,Pandoc
plinkQC,,,TRUE,plink
plumberDeploy,,,TRUE,"libssh(the original, not libssh2)"
PMCMRplus,gmp mpfr,,TRUE,"gmp, mpfr | file README.md"
pmparser,,,TRUE,"head, unzip, sqlite"
png,libpng,,TRUE,libpng
poisbinom,fftw,,FALSE,fftw3
PoissonBinomial,fftw,,TRUE,fftw3
PoissonMultinomial,fftw,,TRUE,fftw3(>=3.3)
PolygonSoup,gmp mpfr,,TRUE,
pomp,,,TRUE,"For Windows users, Rtools (seehttps://cran.r-project.org/bin/windows/Rtools/)."
popbayes,,,TRUE,JAGS
PopGenome,,,TRUE,
PortfolioEffectEstim,,,TRUE,
PortfolioEffectHFT,,,TRUE,
potools,,gettext,TRUE,gettext
pRecipe,,,FALSE,"PROJ, https://proj.org/download.html), GDAL(>=, https://gdal.org/en/latest/download.html), NetCDF(>=,https://www.unidata.ucar.edu/software/netcdf/)."
precommit,,git,TRUE,git
PreKnitPostHTMLRender,,,TRUE,pandoc -http://johnmacfarlane.net/pandoc
prettydoc,,,TRUE,pandoc
prevalence,,,TRUE,JAGS (seehttps://mcmc-jags.sourceforge.io/)
PRIMME,,,TRUE,A POSIX system. Currently Linux and OS X are knownto work. .
proccalibrad,,,TRUE,MRTSwath
ProcData,,,TRUE,"Python, Keras, TensorFlow"
processmapR,,,FALSE,C++
proffer,,graphviz pprof,FALSE,pprof (https://github.com/google/pprof)
PROJ,,,FALSE,PROJ
proj4,proj sqlite,,TRUE,projor higher (https://proj.org/)
prolific.api,,,TRUE,curl (https://curl.se/)
protolite,protobuf,,TRUE,libprotobuf and protobuf-compiler
protr,,,FALSE,ncbi-blast+ (see<https://blast.ncbi.nlm.nih.gov/doc/blast-help/downloadblastdata.html>)
prqlr,,,FALSE,"Cargo (Rust's package manager), rustc"
psbcGroup,gsl,,TRUE,
psborrow2,,,FALSE,cmdstan
PTXQC,,,TRUE,pandoc (http://pandoc.org) for building Vignettesand output reports as HTML
pureseqtmr,,,TRUE,PureseqTM(https://github.com/PureseqTM/pureseqTM_package)
PVAClone,,,TRUE,JAGS
pylintR,,pylint,TRUE,pylint
pysd2r,,,TRUE,'python3' needs to built for the same architectureR is built fororbit).
PytrendsLongitudinalR,,,FALSE,"Python, pip (for installing Pythonpackages), pytrends, pandas, requests"
qCBA,,,TRUE,Java
QF,gsl,,TRUE,GNU GSL
qgisprocess,,,FALSE,"'QGIS' latest or long-term release currentlysupported according to the 'QGIS' release schedule(<https://www.qgis.org/en/site/getinvolved/development/roadmap.html>).Older 'QGIS' releases are not officially supported, but maywork since 'QGIS'"
qpdf,libjpeg,,TRUE,libjpeg
qqconf,fftw,,TRUE,fftw3
qs,libatomic,,TRUE,
qspray,gmp mpfr,,FALSE,gmp
qtkit,,,FALSE,"Chromium-based browser (e.g., Chrome, Chromium, orBrave)"
quarto,,,FALSE,Quarto command line tool(<https://github.com/quarto-dev/quarto-cli>).
questionr,,xclip,TRUE,xclip (Linux)
quitefastmst,,,FALSE,"OpenMP,"
r.blip,,java-bin,TRUE,Java
R2admb,,,TRUE,AD Model Builder <http://admb-project.org>
R2jags,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
R2MLwiN,,,TRUE,"MLwiN, (OpenBUGS, WinBUGS optional)"
R2OpenBUGS,,openbugs,TRUE,OpenBUGS
r2pmml,,java-bin,TRUE,Java
R2SWF,libpng freetype,,TRUE,
R2wd,,,TRUE,Windows
R2WinBUGS,,openbugs,TRUE,OpenBugs for functions bugs() and openbugs() orWinBUGSfor function bugs()
r5r,,,TRUE,Java JDK
ragg,freetype libpng libtiff libjpeg,,FALSE,"freetype2, libpng, libtiff, libjpeg, libwebp,libwebpmux"
rankUncertainty,,,TRUE,
rapidraker,,,TRUE,Java
RAppArmor,,,TRUE,"linux, libapparmor-dev"
rapport,,,TRUE,pandoc (https://johnmacfarlane.net/pandoc) forexporting markdown files to other formats.
RAQSAPI,,,FALSE,package manual and Vignettes require pandoc http://pandoc.org)
rasciidoc,,asciidoc source-highlight,FALSE,"python, by default rasciidoc uses a systeminstallation of asciidoc. If a system installation of asciidocis not available, it downloads the sources from(<http://gitlab.com/asciidoc>). GNU source-highlight isrecommended."
RAthena,,,FALSE,Python and boto3(https://aws.amazon.com/sdk-for-python)
RationalMatrix,,,FALSE,"C++, gmp"
ratioOfQsprays,,,FALSE,"gmp, mpfr"
raveio,,,TRUE,
ravetools,fftw,,FALSE,"fftw3 (libfftw3-dev (deb), or fftw-devel (rpm)),pkg-config"
RBaseX,,,TRUE,Needs a running BaseX server instance. The testuserwith credentials ('Test'/'testBasex') should have admin rights.
rbch,,,TRUE,BCHunlimited
rbedrock,cmake,,FALSE,"cmake, zlib,"
RBesT,,pandoc,FALSE,"pandoc, pngquant,"
Rbgs,,,TRUE,
rbi,,,TRUE,LibBi
rbi.helpers,,,TRUE,libbi
Rblpapi,,,FALSE,A valid Bloomberg installation. The API headers anddynamic library are downloaded from<https://github.com/Rblp/blp> during the build step. See<https://bloomberg.github.io/blpapi-docs/cpp/3.24.6> as well as<https://www.bloomberg.com/professional/support/api-library/>for API documentation. Currently supported platforms areWindows and Linux (both for x86-64 processors only) as well asmacOS (for arm64 only).Other os-cpu pairings are notsupported by Bloomberg and can therefore not be fully supportedhere.
rblt,,,TRUE,libhdf5
rbm25,,,FALSE,"Cargo (Rust's package manager), rustc"
Rborist,,,TRUE,
rCBA,,,TRUE,Java
RCBR,,,TRUE,"MOSEK (http://www.mosek.com) and MOSEK License foruse of Rmosek,"
rcdd,gmp,,TRUE,GMP (GNU MP bignum library from<https://gmplib.org/>)
rcdk,,,FALSE,Java
rcdo,,,FALSE,cdo
RCDT,,,TRUE,C++
rchallenge,,,TRUE,pandoc -http://johnmacfarlane.net/pandoc
rchie,,,TRUE,
RclusTool,xvfb,,TRUE,
Rcmdr,xvfb,,TRUE,
RcmdrMisc,xvfb,,TRUE,
RcmdrPlugin.aRnova,xvfb,,TRUE,
RcmdrPlugin.coin,xvfb,,TRUE,
RcmdrPlugin.depthTools,xvfb,,TRUE,
RcmdrPlugin.DoE,xvfb,,TRUE,
RcmdrPlugin.EBM,xvfb,,TRUE,
RcmdrPlugin.EcoVirtual,xvfb,,TRUE,
RcmdrPlugin.Export,xvfb,,TRUE,
RcmdrPlugin.EZR,xvfb,,TRUE,
RcmdrPlugin.FactoMineR,xvfb,,TRUE,
RcmdrPlugin.GWRM,xvfb,,TRUE,
RcmdrPlugin.HH,xvfb,,TRUE,
RcmdrPlugin.KMggplot2,xvfb,,TRUE,
RcmdrPlugin.MA,xvfb,,TRUE,
RcmdrPlugin.MPAStats,xvfb,,TRUE,
RcmdrPlugin.NMBU,xvfb,,TRUE,
RcmdrPlugin.orloca,xvfb,,TRUE,
RcmdrPlugin.PcaRobust,xvfb,,TRUE,
RcmdrPlugin.RiskDemo,xvfb,,TRUE,
RcmdrPlugin.RMTCJags,xvfb,,TRUE,jags
RcmdrPlugin.ROC,xvfb,,TRUE,
RcmdrPlugin.SCDA,xvfb,,TRUE,
RcmdrPlugin.sos,xvfb,,TRUE,
RcmdrPlugin.survival,xvfb,,TRUE,
RcmdrPlugin.sutteForecastR,xvfb,,TRUE,
RcmdrPlugin.TeachingDemos,xvfb,,TRUE,
RcmdrPlugin.TeachStat,xvfb,,TRUE,
RcmdrPlugin.temis,xvfb,,TRUE,
RcmdrPlugin.UCA,xvfb,,TRUE,
Rcplex,,,TRUE,IBM ILOG CPLEX libraries and headers
RcppAlgos,gmp,,TRUE,gmp
RcppBigIntAlgos,gmp,,TRUE,gmp
RcppCCTZ,,,TRUE,"A-bit POSIX OS such as Linux or OS X with IANAtime zone data in /usr/share/zoneinfo as well as arecent-enough  compiler (such as g++-4.9 or later which ispreferred, g++-4.8 works too). On Windows the zoneinfo includedwith R is used; and time parsing support is enabled via abackport of std::get_time from the LLVM libc++ library."
RcppCWB,bison flex glib2 ncurses,,FALSE,"pcre2, GLib. OnWindows, no prior installations are necessary, as pre-built(i.e. cross-compiled) binaries of required libraries aredownloaded from a GitHub repository(<https://github.com/PolMine/libcl>) during installation. OnmacOS, static libraries of Glib are downloaded(<https://github.com/PolMine/libglib>) if Glib is not present."
RcppGetconf,,,FALSE,A POSIX system. Currently Linux and macOS are knownto work.
RcppGSL,gsl,gsl,TRUE,GNU GSL
RcppMeCab,mecab,,TRUE,"MeCab(or mecab-ko or higher,"
RcppParallel,tbb,tbb,TRUE,"Intel TBB, Windows: cmd.exe andcscript.exe, Solaris: g++ is required"
RcppPlanc,cmake hdf5 hwloc,,TRUE,"cmake, hdf5, git, patch, gnumake,hwloc,"
RcppRedis,hiredis,,TRUE,"An available hiredis library (eg via packagelibhiredis-dev on Debian/Ubuntu, hiredis-devel onFedora/RedHat, or directly from source from<https://github.com/redis/hiredis>) can be used but version1.0.2 is also included and built on demand if needed. Theoptional 'rredis' package can be installed from the 'ghrr''drat' repo for additional illustrations and tests."
RcppSimdJson,,,FALSE,A  compiler is required
RcppTOML,,,FALSE,A  compiler
rcrypt,,gnupg2,TRUE,
RCurl,curl,,TRUE,libcurl
Rcurvep,,,FALSE,Java
RCzechia,,,TRUE,"GDAL, GEOS, PROJ"
rdataretriever,,,TRUE,"Python, retriever (version mustbe listed to patch to allow parsing)"
rde,,xclip,TRUE,xclip (https://github.com/astrand/xclip) or xsel(http://www.vergenet.net/~conrad/software/xsel/) for accessingthe X11 clipboard
rDEA,glpk,,TRUE,GLPK
RDieHarder,gsl,,TRUE,GNU GSL for the GSL random-number generators
rdoxygen,,doxygen,TRUE,doxygen
Rdroolsjars,,,TRUE,
rdwd,,pandoc,TRUE,
readbitmap,libjpeg libpng,,TRUE,"libjpeg, libpng"
readepi,,,FALSE,"odbc, libmariadbclient-dev"
readNSx,,,FALSE,"HDF5, little-endian platform"
